system_id,star_mass_Msun,luminosity_Lsun,a_AU,mass_Mearth,e,inc_deg,in_HZ,water_rich_origin,life_capable
1,1.0095824194223855,1.033942119612029,2.1771110199644133,0.013767093915505981,0.07128815656703104,0.46131178843193194,False,False,False
1,1.0095824194223855,1.033942119612029,4.054876752361373,0.015124545307021835,0.027807576467554662,0.7960682611646376,False,True,False
1,1.0095824194223855,1.033942119612029,2.1386499349216215,0.035754604803226585,0.24451511590783825,2.65419139678471,False,False,False
1,1.0095824194223855,1.033942119612029,3.235608331696985,0.03218339148063339,0.11963645087212126,8.929229796083842,False,True,False
1,1.0095824194223855,1.033942119612029,1.0098437148629034,0.04032350960341495,0.04282788426072201,0.9559673183730835,True,False,False
1,1.0095824194223855,1.033942119612029,2.0602471310095116,0.04113533988295048,0.05773896038946073,3.4392804201867593,False,False,False
1,1.0095824194223855,1.033942119612029,1.4252502527426867,0.016171579682701914,0.05196061868185297,1.359971143410574,True,False,False
1,1.0095824194223855,1.033942119612029,2.3509170765423546,0.02303301432552608,0.3207226436797313,14.858902467530546,False,True,False
1,1.0095824194223855,1.033942119612029,1.8389024980517674,0.015196860213418867,0.03752999546816045,1.0732430305813974,False,False,False
1,1.0095824194223855,1.033942119612029,2.5712428196737642,0.02748607675489323,0.05732996126475409,2.976593405928436,False,False,False
1,1.0095824194223855,1.033942119612029,3.372521390534994,0.04329039205580804,0.0574362444577559,0.7443263331056588,False,True,False
1,1.0095824194223855,1.033942119612029,3.6802221424092805,0.03729982015899902,0.05965309316418009,1.0793165964794715,False,True,False
1,1.0095824194223855,1.033942119612029,1.2505659931758115,0.041476975100085536,0.022920199182794487,1.3887798589236744,True,False,False
1,1.0095824194223855,1.033942119612029,3.073537708609437,0.028356631021533598,0.06017808707764608,4.472657785046249,False,True,False
1,1.0095824194223855,1.033942119612029,3.2088825333808932,0.03673611847161887,0.16658100791853117,0.5224739070323595,False,False,False
1,1.0095824194223855,1.033942119612029,2.928256997629917,0.03538873280002363,0.2524752357221983,9.512666775775537,False,False,False
1,1.0095824194223855,1.033942119612029,2.321306947925211,0.011232713382717578,0.09626863369313912,2.091701778177416,False,False,False
1,1.0095824194223855,1.033942119612029,2.0929020870465687,0.04413612293072665,0.1077934274829553,9.065974245640327,False,False,False
1,1.0095824194223855,1.033942119612029,1.539160383857476,0.021743750310667345,0.0428334304084651,1.9244766624493737,True,False,False
1,1.0095824194223855,1.033942119612029,3.20035235375319,0.036572541613095505,0.029624273663525866,2.2387839565207717,False,True,False
1,1.0095824194223855,1.033942119612029,2.4516785654591793,0.010908482925354417,0.059016969408322316,4.652640346770493,False,False,False
1,1.0095824194223855,1.033942119612029,1.059122050997298,0.016450871161344072,0.03336139854075095,2.0648572766863094,True,False,False
1,1.0095824194223855,1.033942119612029,2.7574244136831294,0.02784625102296123,0.08144123061507898,0.4154653730637881,False,False,False
1,1.0095824194223855,1.033942119612029,1.9860867399730804,0.024472504422135617,0.036439662901372905,1.545189366326432,False,False,False
1,1.0095824194223855,1.033942119612029,1.0998995634768787,0.046343227628304284,0.01631775167624863,0.45331985829123794,True,False,False
1,1.0095824194223855,1.033942119612029,3.725188625028597,0.04115003615863178,0.054737499096327885,0.2583516882743279,False,True,False
1,1.0095824194223855,1.033942119612029,2.7517347016639517,0.013855638486139972,0.027434040675400378,1.3463334194677332,False,True,False
1,1.0095824194223855,1.033942119612029,3.630130666287978,0.022238264966026097,0.027308886938410746,2.8803516050011173,False,True,False
1,1.0095824194223855,1.033942119612029,2.702450903914679,0.040340781193408407,0.08445002471525116,1.1246158431041062,False,False,False
1,1.0095824194223855,1.033942119612029,3.2451430381449935,0.033363918756509424,0.07479405736783028,1.7244375137796972,False,True,False
1,1.0095824194223855,1.033942119612029,2.947435784721886,0.0116645669544757,0.11681620318055055,2.5807875061813017,False,True,False
1,1.0095824194223855,1.033942119612029,2.226171528196789,0.014136118708902065,0.15798556487842105,5.12438482186055,False,False,False
1,1.0095824194223855,1.033942119612029,2.672744713803922,0.0332424455880158,0.0768100251348518,2.9222930630810793,False,False,False
